Date / Time	Easting	Northing	Depth
07/05/2006 13:00:12.833	702679.3100	4143393.1900	4.2600
07/05/2006 13:00:13.000	702679.1200	4143393.0700	4.2600
07/05/2006 13:00:13.167	702678.9200	4143392.9300	4.2600
07/05/2006 13:00:13.333	702678.7300	4143392.8000	4.2600
07/05/2006 13:00:13.500	702678.5300	4143392.6600	4.2600
07/05/2006 13:00:13.667	702678.3400	4143392.5300	4.2400
07/05/2006 13:00:13.833	702678.1400	4143392.4000	4.2600
07/05/2006 13:00:14.000	702677.9400	4143392.2600	4.2900
07/05/2006 13:00:14.167	702677.7400	4143392.1500	4.2600
07/05/2006 13:00:14.333	702677.5300	4143392.0400	4.2600
07/05/2006 13:00:14.500	702677.3300	4143391.9300	4.2900
07/05/2006 13:00:14.667	702677.1200	4143391.8200	4.2600
07/05/2006 13:00:14.833	702676.9200	4143391.7000	4.2600
07/05/2006 13:00:15.000	702676.7100	4143391.5900	4.2900
07/05/2006 13:00:15.167	702676.5000	4143391.4800	4.2600
07/05/2006 13:00:15.333	702676.2900	4143391.3700	4.2900
07/05/2006 13:00:15.500	702676.0700	4143391.2700	4.2900
07/05/2006 13:00:15.667	702675.8600	4143391.1600	4.2900
07/05/2006 13:00:15.833	702675.6500	4143391.0500	4.3200
07/05/2006 13:00:16.000	702675.4300	4143390.9400	4.3200
07/05/2006 13:00:16.167	702675.2100	4143390.8000	4.3400
07/05/2006 13:00:16.333	702674.9900	4143390.6600	4.3700
07/05/2006 13:00:16.500	702674.7600	4143390.5200	4.4000
07/05/2006 13:00:16.667	702674.5400	4143390.3900	4.4300
07/05/2006 13:00:16.833	702674.3100	4143390.2500	4.4500
07/05/2006 13:00:17.000	702674.0900	4143390.1100	4.4500
07/05/2006 13:00:17.333	702673.6200	4143389.8300	4.5300
07/05/2006 13:00:17.500	702673.3900	4143389.6900	4.5600
07/05/2006 13:00:17.667	702673.1600	4143389.5500	4.5900
07/05/2006 13:00:17.833	702672.9200	4143389.4000	4.5600
07/05/2006 13:00:18.333	702672.1800	4143388.9500	4.6700
07/05/2006 13:00:18.667	702671.6800	4143388.6300	4.7200
07/05/2006 13:00:18.833	702671.4300	4143388.4700	4.7500
07/05/2006 13:00:19.000	702671.1700	4143388.3100	4.7200
07/05/2006 13:00:19.167	702670.9500	4143388.1600	4.7500
07/05/2006 13:00:19.500	702670.4900	4143387.8400	4.7800
07/05/2006 13:00:19.667	702670.2600	4143387.6900	4.7500
07/05/2006 13:00:19.833	702670.0300	4143387.5300	4.7200
07/05/2006 13:00:20.000	702669.8100	4143387.3700	4.7000
07/05/2006 13:00:20.167	702669.5900	4143387.2000	4.7000
07/05/2006 13:00:20.333	702669.3800	4143387.0300	4.6700
07/05/2006 13:00:20.500	702669.1600	4143386.8500	4.6700
07/05/2006 13:00:20.667	702668.9400	4143386.6800	4.6700
07/05/2006 13:00:21.000	702668.5100	4143386.3300	4.6100
07/05/2006 13:00:21.167	702668.3200	4143386.1200	4.5900
07/05/2006 13:00:21.333	702668.1200	4143385.9100	4.6200
07/05/2006 13:00:21.500	702667.9200	4143385.7000	4.5900
07/05/2006 13:00:21.667	702667.7200	4143385.4900	4.5600
07/05/2006 13:00:21.833	702667.5200	4143385.2800	4.5300
07/05/2006 13:00:22.000	702667.3200	4143385.0700	4.5600
07/05/2006 13:00:22.167	702667.1100	4143384.8900	4.5600
07/05/2006 13:00:22.333	702666.8900	4143384.7100	4.5300
07/05/2006 13:00:22.500	702666.6700	4143384.5300	4.5300
07/05/2006 13:00:22.667	702666.4600	4143384.3500	4.5600
07/05/2006 13:00:22.833	702666.2400	4143384.1700	4.5300
07/05/2006 13:00:23.000	702666.0200	4143383.9900	4.5300
07/05/2006 13:00:23.167	702665.8000	4143383.8400	4.5300
07/05/2006 13:00:23.333	702665.5900	4143383.6800	4.5600
07/05/2006 13:00:23.667	702665.1500	4143383.3800	4.5300
07/05/2006 13:00:23.833	702664.9300	4143383.2200	4.5300
07/05/2006 13:00:24.000	702664.7100	4143383.0700	4.5300
07/05/2006 13:00:24.167	702664.4900	4143382.9100	4.5600
07/05/2006 13:00:24.333	702664.2700	4143382.7600	4.5600
07/05/2006 13:00:24.500	702664.0400	4143382.6000	4.5300
07/05/2006 13:00:24.667	702663.8200	4143382.4500	4.5300
07/05/2006 13:00:24.833	702663.6000	4143382.2900	4.5300
07/05/2006 13:00:25.000	702663.3700	4143382.1400	4.5600
07/05/2006 13:00:25.167	702663.1700	4143381.9900	4.5600
07/05/2006 13:00:25.333	702662.9600	4143381.8400	4.5600
07/05/2006 13:00:25.500	702662.7500	4143381.6800	4.5600
07/05/2006 13:00:25.667	702662.5400	4143381.5300	4.5300
07/05/2006 13:00:25.833	702662.3300	4143381.3800	4.5300
07/05/2006 13:00:26.000	702662.1200	4143381.2300	4.5300
07/05/2006 13:00:26.167	702661.9300	4143381.0700	4.5600
07/05/2006 13:00:26.333	702661.7400	4143380.9200	4.5300
07/05/2006 13:00:26.500	702661.5400	4143380.7600	4.5600
07/05/2006 13:00:26.833	702661.1600	4143380.4500	4.5900
07/05/2006 13:00:27.000	702660.9700	4143380.3000	4.6200
07/05/2006 13:00:27.333	702660.5000	4143379.9400	4.6700
07/05/2006 13:00:27.500	702660.2700	4143379.7700	4.7000
07/05/2006 13:00:27.667	702660.0400	4143379.5900	4.6700
07/05/2006 13:00:27.833	702659.8000	4143379.4100	4.7000
07/05/2006 13:00:28.000	702659.5700	4143379.2300	4.7000
07/05/2006 13:00:28.167	702659.3500	4143379.0500	4.7200
07/05/2006 13:00:28.333	702659.1300	4143378.8800	4.7200
07/05/2006 13:00:28.500	702658.9100	4143378.7000	4.7200
07/05/2006 13:00:28.667	702658.6900	4143378.5200	4.7200
07/05/2006 13:00:28.833	702658.4700	4143378.3500	4.7300
07/05/2006 13:00:29.000	702658.2500	4143378.1700	4.7200
07/05/2006 13:00:29.167	702658.0300	4143377.9800	4.7000
07/05/2006 13:00:29.333	702657.8100	4143377.7900	4.7000
07/05/2006 13:00:29.500	702657.5800	4143377.6000	4.6700
07/05/2006 13:00:29.667	702657.3600	4143377.4100	4.7000
07/05/2006 13:00:29.833	702657.1400	4143377.2200	4.7000
07/05/2006 13:00:30.000	702656.9200	4143377.0300	4.6700
07/05/2006 13:00:30.167	702656.6800	4143376.8400	4.6700
07/05/2006 13:00:30.333	702656.4500	4143376.6500	4.6700
07/05/2006 13:00:30.667	702655.9800	4143376.2800	4.7000
07/05/2006 13:00:30.833	702655.7500	4143376.1000	4.7200
07/05/2006 13:00:31.000	702655.5100	4143375.9100	4.7000
07/05/2006 13:00:31.167	702655.2700	4143375.7400	4.7000
07/05/2006 13:00:31.333	702655.0200	4143375.5700	4.7200
07/05/2006 13:00:31.500	702654.7800	4143375.3900	4.7200
07/05/2006 13:00:31.667	702654.5300	4143375.2200	4.7200
07/05/2006 13:00:31.833	702654.2900	4143375.0500	4.7500
07/05/2006 13:00:32.167	702653.8000	4143374.6800	4.7000
07/05/2006 13:00:32.333	702653.5600	4143374.4800	4.7200
07/05/2006 13:00:32.500	702653.3200	4143374.2800	4.7000
07/05/2006 13:00:32.667	702653.0800	4143374.0800	4.6700
07/05/2006 13:00:32.833	702652.8400	4143373.8800	4.7000
07/05/2006 13:00:33.000	702652.6000	4143373.6800	4.7200
07/05/2006 13:00:33.167	702652.3600	4143373.4800	4.7200
07/05/2006 13:00:33.333	702652.1200	4143373.2800	4.7200
07/05/2006 13:00:33.667	702651.6400	4143372.8800	4.7800
07/05/2006 13:00:33.833	702651.4000	4143372.6800	4.7800
07/05/2006 13:00:34.000	702651.1600	4143372.4800	4.8100
07/05/2006 13:00:34.167	702650.9200	4143372.2800	4.8100
07/05/2006 13:00:34.333	702650.6800	4143372.0800	4.8100
07/05/2006 13:00:34.500	702650.4300	4143371.8800	4.8400
07/05/2006 13:00:34.667	702650.1900	4143371.6900	4.8400
07/05/2006 13:00:35.000	702649.7100	4143371.2900	4.8700
07/05/2006 13:00:35.167	702649.4700	4143371.0800	4.8400
07/05/2006 13:00:35.333	702649.2200	4143370.8800	4.8700
07/05/2006 13:00:35.500	702648.9800	4143370.6700	4.8700
07/05/2006 13:00:35.833	702648.5000	4143370.2600	4.9400
07/05/2006 13:00:36.000	702648.2600	4143370.0600	4.9400
07/05/2006 13:00:36.167	702648.0100	4143369.8600	4.9400
07/05/2006 13:00:36.500	702647.5300	4143369.4600	5.0000
07/05/2006 13:00:36.667	702647.2900	4143369.2700	5.0000
07/05/2006 13:00:36.833	702647.0500	4143369.0700	5.0300
07/05/2006 13:00:37.000	702646.8100	4143368.8700	5.0600
07/05/2006 13:00:37.167	702646.5700	4143368.6700	5.0300
07/05/2006 13:00:37.333	702646.3300	4143368.4700	5.0600
07/05/2006 13:00:37.500	702646.0900	4143368.2700	5.0800
07/05/2006 13:00:37.667	702645.8500	4143368.0700	5.0600
07/05/2006 13:00:37.833	702645.6100	4143367.8700	5.0800
07/05/2006 13:00:38.000	702645.3800	4143367.6700	5.0800
07/05/2006 13:00:38.167	702645.1400	4143367.4700	5.0800
07/05/2006 13:00:38.333	702644.9000	4143367.2700	5.0800
07/05/2006 13:00:38.500	702644.6600	4143367.0800	5.0600
07/05/2006 13:00:38.667	702644.4200	4143366.8800	5.0800
07/05/2006 13:00:38.833	702644.1800	4143366.6800	5.1100
07/05/2006 13:00:39.000	702643.9400	4143366.4800	5.1100
07/05/2006 13:00:39.167	702643.7100	4143366.2800	5.0800
07/05/2006 13:00:39.500	702643.2400	4143365.8700	5.0300
07/05/2006 13:00:39.667	702643.0100	4143365.6700	5.0600
07/05/2006 13:00:39.833	702642.7800	4143365.4600	5.0800
07/05/2006 13:00:40.000	702642.5500	4143365.2600	5.0600
07/05/2006 13:00:40.167	702642.3100	4143365.0600	5.0600
07/05/2006 13:00:40.333	702642.0800	4143364.8600	5.0600
07/05/2006 13:00:40.500	702641.8500	4143364.6600	5.0600
07/05/2006 13:00:40.667	702641.6200	4143364.4600	5.0300
07/05/2006 13:00:40.833	702641.3900	4143364.2600	5.0000
07/05/2006 13:00:41.167	702640.9300	4143363.8500	5.0300
07/05/2006 13:00:41.333	702640.6900	4143363.6300	5.0600
07/05/2006 13:00:41.500	702640.4500	4143363.4200	5.0300
07/05/2006 13:00:41.667	702640.2200	4143363.2000	5.0300
07/05/2006 13:00:41.833	702639.9800	4143362.9900	5.0300
07/05/2006 13:00:42.000	702639.7500	4143362.7700	5.0000
07/05/2006 13:00:42.167	702639.5100	4143362.5600	4.9700
07/05/2006 13:00:42.500	702639.0500	4143362.1300	5.0300
07/05/2006 13:00:42.667	702638.8100	4143361.9200	5.0300
07/05/2006 13:00:42.833	702638.5800	4143361.7000	5.0300
07/05/2006 13:00:43.000	702638.3500	4143361.4900	5.0000
07/05/2006 13:00:43.167	702638.1200	4143361.2700	5.0000
07/05/2006 13:00:43.333	702637.9000	4143361.0500	5.0000
07/05/2006 13:00:43.500	702637.6700	4143360.8300	5.0000
07/05/2006 13:00:43.667	702637.4500	4143360.6100	5.0000
07/05/2006 13:00:43.833	702637.2300	4143360.3900	4.9700
07/05/2006 13:00:44.000	702637.0000	4143360.1700	5.0000
07/05/2006 13:00:44.167	702636.7800	4143359.9500	5.0000
07/05/2006 13:00:44.333	702636.5600	4143359.7400	4.9700
07/05/2006 13:00:44.500	702636.3400	4143359.5200	4.9700
07/05/2006 13:00:44.667	702636.1100	4143359.3100	5.0000
07/05/2006 13:00:44.833	702635.8900	4143359.0900	5.0000
07/05/2006 13:00:45.000	702635.6700	4143358.8700	5.0000
07/05/2006 13:00:45.167	702635.4300	4143358.6600	4.9700
07/05/2006 13:00:45.667	702634.7300	4143358.0100	5.0600
07/05/2006 13:00:45.833	702634.5000	4143357.7900	5.0600
07/05/2006 13:00:46.000	702634.2600	4143357.5800	5.0600
07/05/2006 13:00:46.167	702634.0400	4143357.3500	5.0300
07/05/2006 13:00:46.333	702633.8100	4143357.1200	5.0300
07/05/2006 13:00:46.500	702633.5800	4143356.9000	5.0600
07/05/2006 13:00:46.833	702633.1200	4143356.4500	5.1100
07/05/2006 13:00:47.000	702632.9000	4143356.2200	5.0800
07/05/2006 13:00:47.167	702632.6700	4143355.9800	5.0800
07/05/2006 13:00:47.333	702632.4500	4143355.7500	5.0800
07/05/2006 13:00:47.500	702632.2300	4143355.5100	5.1100
07/05/2006 13:00:47.667	702632.0100	4143355.2700	5.0800
07/05/2006 13:00:47.833	702631.7900	4143355.0400	5.1100
07/05/2006 13:00:48.333	702631.1000	4143354.3600	5.1400
07/05/2006 13:00:48.500	702630.8700	4143354.1400	5.1400
07/05/2006 13:00:48.667	702630.6400	4143353.9100	5.1100
07/05/2006 13:00:49.167	702629.9700	4143353.2500	5.1700
07/05/2006 13:00:49.333	702629.7600	4143353.0200	5.1700
07/05/2006 13:00:49.500	702629.5500	4143352.8000	5.1700
07/05/2006 13:00:49.667	702629.3400	4143352.5700	5.2000
07/05/2006 13:00:49.833	702629.1400	4143352.3500	5.1700
07/05/2006 13:00:50.000	702628.9300	4143352.1300	5.1700
07/05/2006 13:00:50.167	702628.7300	4143351.8700	5.1400
07/05/2006 13:00:50.500	702628.3300	4143351.3700	5.2000
07/05/2006 13:00:50.667	702628.1300	4143351.1100	5.2000
07/05/2006 13:00:50.833	702627.9300	4143350.8600	5.1700
07/05/2006 13:00:51.000	702627.7300	4143350.6100	5.1400
07/05/2006 13:00:51.167	702627.5300	4143350.3400	5.1700
07/05/2006 13:00:51.333	702627.3400	4143350.0600	5.1400
07/05/2006 13:00:51.500	702627.1500	4143349.7900	5.1700
07/05/2006 13:00:51.667	702626.9500	4143349.5200	5.1400
07/05/2006 13:00:51.833	702626.7600	4143349.2400	5.1400
07/05/2006 13:00:52.000	702626.5600	4143348.9700	5.1400
07/05/2006 13:00:52.167	702626.3600	4143348.7100	5.1100
07/05/2006 13:00:52.333	702626.1600	4143348.4500	5.1100
07/05/2006 13:00:52.500	702625.9600	4143348.1900	5.1100
07/05/2006 13:00:52.667	702625.7600	4143347.9300	5.1400
07/05/2006 13:00:52.833	702625.5500	4143347.6700	5.1400
07/05/2006 13:00:53.000	702625.3500	4143347.4100	5.1400
07/05/2006 13:00:53.167	702625.1600	4143347.1600	5.1400
07/05/2006 13:00:53.333	702624.9800	4143346.9100	5.1400
07/05/2006 13:00:53.500	702624.7900	4143346.6500	5.1400
07/05/2006 13:00:53.667	702624.6000	4143346.4000	5.1400
07/05/2006 13:00:53.833	702624.4100	4143346.1500	5.1700
07/05/2006 13:00:54.000	702624.2200	4143345.9000	5.1700
07/05/2006 13:00:54.167	702624.0400	4143345.6500	5.1700
07/05/2006 13:00:54.333	702623.8500	4143345.3900	5.1700
07/05/2006 13:00:54.500	702623.6600	4143345.1400	5.1700
07/05/2006 13:00:54.667	702623.4700	4143344.8900	5.2000
07/05/2006 13:00:54.833	702623.2800	4143344.6400	5.2000
07/05/2006 13:00:55.000	702623.0900	4143344.3900	5.2000
07/05/2006 13:00:55.167	702622.9000	4143344.1200	5.2000
07/05/2006 13:00:55.333	702622.7100	4143343.8600	5.2000
07/05/2006 13:00:55.500	702622.5200	4143343.5900	5.2300
07/05/2006 13:00:55.667	702622.3200	4143343.3200	5.2000
07/05/2006 13:00:55.833	702622.1300	4143343.0600	5.2000
07/05/2006 13:00:56.000	702621.9400	4143342.7900	5.2000
07/05/2006 13:00:56.167	702621.7600	4143342.5200	5.1700
07/05/2006 13:00:56.333	702621.5800	4143342.2400	5.1400
07/05/2006 13:00:56.833	702621.0500	4143341.4100	5.1400
07/05/2006 13:00:58.667	702619.0900	4143338.3600	5.5800
07/05/2006 13:00:58.833	702618.9100	4143338.0800	5.5800
07/05/2006 13:00:59.000	702618.7300	4143337.8000	5.5800
07/05/2006 13:00:59.167	702618.5600	4143337.5200	5.5800
07/05/2006 13:00:59.500	702618.2100	4143336.9700	5.6600
07/05/2006 13:00:59.667	702618.0300	4143336.6900	5.6300
07/05/2006 13:00:59.833	702617.8600	4143336.4200	5.6300
07/05/2006 13:01:00.000	702617.6900	4143336.1400	5.6300
07/05/2006 13:01:00.167	702617.5300	4143335.8700	5.6600
07/05/2006 13:01:00.333	702617.3700	4143335.6000	5.6600
07/05/2006 13:01:00.667	702617.0500	4143335.0500	5.6900
07/05/2006 13:01:01.000	702616.7300	4143334.5100	5.7400
07/05/2006 13:01:01.167	702616.5600	4143334.2200	5.7700
07/05/2006 13:01:01.667	702616.0700	4143333.3700	5.8000
07/05/2006 13:01:01.833	702615.9100	4143333.0900	5.8000
07/05/2006 13:01:02.333	702615.4200	4143332.2300	5.8300
07/05/2006 13:01:02.500	702615.2600	4143331.9400	5.8600
07/05/2006 13:01:02.667	702615.1000	4143331.6500	5.8600
07/05/2006 13:01:03.000	702614.7800	4143331.0700	5.9400
07/05/2006 13:01:03.167	702614.6200	4143330.7600	5.9100
07/05/2006 13:01:03.667	702614.1600	4143329.8300	5.8300
07/05/2006 13:01:03.833	702614.0000	4143329.5200	5.8300
07/05/2006 13:01:04.333	702613.5600	4143328.5700	5.8300
07/05/2006 13:01:04.667	702613.2800	4143327.9400	5.7700
07/05/2006 13:01:05.333	702612.6900	4143326.7100	5.6100
07/05/2006 13:01:05.667	702612.3900	4143326.1100	5.6600
07/05/2006 13:01:06.833	702611.3600	4143323.9700	5.4200
07/05/2006 13:01:07.167	702611.0700	4143323.3500	5.3700
07/05/2006 13:01:07.667	702610.6500	4143322.4200	5.3100
07/05/2006 13:01:07.833	702610.5100	4143322.1100	5.2900
07/05/2006 13:01:08.000	702610.3600	4143321.8000	5.3100
07/05/2006 13:01:08.333	702610.1100	4143321.1700	5.2300
07/05/2006 13:01:08.500	702609.9800	4143320.8500	5.2000
07/05/2006 13:01:09.500	702609.2300	4143318.9000	5.0700
07/05/2006 13:01:09.833	702608.9900	4143318.2300	5.1200
07/05/2006 13:01:10.000	702608.8700	4143317.9000	5.1500
07/05/2006 13:01:10.833	702608.3000	4143316.1800	5.2300
07/05/2006 13:01:11.000	702608.1900	4143315.8400	5.2300
07/05/2006 13:01:11.167	702608.0900	4143315.5000	5.2000
07/05/2006 13:01:11.333	702607.9800	4143315.1500	5.2300
07/05/2006 13:01:11.500	702607.8800	4143314.8100	5.2600
07/05/2006 13:01:11.667	702607.7800	4143314.4600	5.2900
07/05/2006 13:01:11.833	702607.6700	4143314.1200	5.2900
07/05/2006 13:01:12.000	702607.5700	4143313.7700	5.2600
07/05/2006 13:01:12.333	702607.3900	4143313.0900	5.2300
07/05/2006 13:01:12.667	702607.2200	4143312.4100	5.1500
07/05/2006 13:01:12.833	702607.1300	4143312.0700	5.1500
07/05/2006 13:01:13.000	702607.0400	4143311.7300	5.1800
07/05/2006 13:01:15.167	702606.2900	4143307.3200	4.6500
07/05/2006 13:01:15.333	702606.2400	4143306.9500	4.6500
07/05/2006 13:01:15.500	702606.1900	4143306.5800	4.6700
07/05/2006 13:01:15.667	702606.1400	4143306.2100	4.6700
07/05/2006 13:01:15.833	702606.0900	4143305.8400	4.6700
07/05/2006 13:01:16.000	702606.0400	4143305.4600	4.7000
07/05/2006 13:01:16.333	702605.9300	4143304.7100	4.7600
07/05/2006 13:01:16.500	702605.8800	4143304.3400	4.7600
07/05/2006 13:01:16.667	702605.8300	4143303.9600	4.7600
07/05/2006 13:01:16.833	702605.7800	4143303.5900	4.7600
07/05/2006 13:01:17.000	702605.7300	4143303.2100	4.7900
07/05/2006 13:01:17.167	702605.6700	4143302.8300	4.7900
07/05/2006 13:01:17.500	702605.5500	4143302.0800	4.8400
07/05/2006 13:01:17.667	702605.4900	4143301.7000	4.8200
07/05/2006 13:01:17.833	702605.4400	4143301.3200	4.8200
07/05/2006 13:01:18.000	702605.3800	4143300.9400	4.8400
07/05/2006 13:01:18.167	702605.3300	4143300.5700	4.8200
07/05/2006 13:01:18.333	702605.2800	4143300.2000	4.8500
07/05/2006 13:01:18.500	702605.2300	4143299.8200	4.8700
07/05/2006 13:01:18.667	702605.1800	4143299.4500	4.8700
07/05/2006 13:01:18.833	702605.1300	4143299.0800	4.8700
07/05/2006 13:01:19.000	702605.0800	4143298.7000	4.8700
07/05/2006 13:01:19.167	702605.0300	4143298.3400	4.8700
07/05/2006 13:01:19.333	702604.9800	4143297.9800	4.8700
07/05/2006 13:01:19.500	702604.9300	4143297.6200	4.8500
07/05/2006 13:01:19.667	702604.8800	4143297.2600	4.8700
07/05/2006 13:01:19.833	702604.8300	4143296.9000	4.9000
07/05/2006 13:01:20.000	702604.7900	4143296.5300	4.9000
07/05/2006 13:01:20.167	702604.7400	4143296.1700	4.9200
07/05/2006 13:01:20.333	702604.6900	4143295.8000	4.9200
07/05/2006 13:01:20.500	702604.6400	4143295.4400	4.9200
07/05/2006 13:01:20.667	702604.5900	4143295.0700	4.9500
07/05/2006 13:01:20.833	702604.5400	4143294.7100	4.9800
07/05/2006 13:01:21.000	702604.4900	4143294.3400	4.9800
07/05/2006 13:01:21.333	702604.4000	4143293.5900	4.9000
07/05/2006 13:01:21.500	702604.3500	4143293.2100	4.9200
07/05/2006 13:01:21.667	702604.3100	4143292.8400	4.9200
07/05/2006 13:01:21.833	702604.2600	4143292.4600	4.9500
07/05/2006 13:01:22.000	702604.2100	4143292.0800	4.9200
07/05/2006 13:01:22.167	702604.1700	4143291.7200	4.9200
07/05/2006 13:01:22.333	702604.1200	4143291.3600	4.9500
07/05/2006 13:01:22.500	702604.0700	4143291.0000	4.9500
07/05/2006 13:01:22.667	702604.0300	4143290.6400	4.9800
07/05/2006 13:01:22.833	702603.9800	4143290.2800	4.9800
07/05/2006 13:01:23.167	702603.8900	4143289.5500	5.0600
07/05/2006 13:01:23.500	702603.8000	4143288.8200	5.1200
07/05/2006 13:01:23.833	702603.7100	4143288.0900	5.1700
07/05/2006 13:01:31.333	702601.9600	4143272.4000	6.9800
07/05/2006 13:01:31.500	702601.9200	4143272.0700	6.9500
07/05/2006 13:01:31.667	702601.8900	4143271.7400	6.9300
07/05/2006 13:01:31.833	702601.8500	4143271.4100	6.9000
07/05/2006 13:01:32.000	702601.8200	4143271.0800	6.8700
07/05/2006 13:01:32.167	702601.7900	4143270.7600	6.8400
07/05/2006 13:01:32.333	702601.7700	4143270.4400	6.8100
07/05/2006 13:01:32.500	702601.7400	4143270.1100	6.8200
07/05/2006 13:01:32.833	702601.6900	4143269.4700	6.8400
07/05/2006 13:01:33.000	702601.6700	4143269.1500	6.8200
07/05/2006 13:01:33.167	702601.6400	4143268.8300	6.8100
07/05/2006 13:01:33.333	702601.6200	4143268.5100	6.8100
07/05/2006 13:01:33.500	702601.5900	4143268.1900	6.7900
07/05/2006 13:01:33.667	702601.5700	4143267.8700	6.7600
07/05/2006 13:01:33.833	702601.5400	4143267.5500	6.7600
07/05/2006 13:01:34.000	702601.5200	4143267.2400	6.7400
07/05/2006 13:01:34.167	702601.5000	4143266.9000	6.7100
07/05/2006 13:01:34.333	702601.4800	4143266.5600	6.6800
07/05/2006 13:01:34.500	702601.4600	4143266.2200	6.6500
07/05/2006 13:01:34.667	702601.4400	4143265.8900	6.6500
07/05/2006 13:01:34.833	702601.4200	4143265.5500	6.6200
07/05/2006 13:01:35.000	702601.4000	4143265.2100	6.6000
07/05/2006 13:01:35.167	702601.3700	4143264.8700	6.6000
07/05/2006 13:01:35.333	702601.3300	4143264.5400	6.6000
07/05/2006 13:01:35.500	702601.3000	4143264.2000	6.6000
07/05/2006 13:01:35.667	702601.2600	4143263.8600	6.5700
07/05/2006 13:01:35.833	702601.2300	4143263.5200	6.5400
07/05/2006 13:01:36.000	702601.1900	4143263.1900	6.5700
