Easting	Northing	Elevation
679197.3100	4135710.2900	 9.5590
679197.1700	4135710.1600	 9.5590
679197.0300	4135710.0200	 9.5390
679196.8900	4135709.8900	 9.5390
679196.7500	4135709.7500	 9.5090
679196.5900	4135709.6500	 9.5090
679196.4300	4135709.5500	 9.4790
679196.1000	4135709.3500	 9.4290
679195.9400	4135709.2500	 9.4290
679195.7700	4135709.1500	 9.3990
679195.5900	4135709.0900	 9.3990
679195.4100	4135709.0200	 9.3690
679195.2300	4135708.9500	 9.3390
679195.0500	4135708.8800	 9.3190
679194.8700	4135708.8200	 9.3390
679194.6900	4135708.7500	 9.3190
679194.5100	4135708.7200	 9.3090
679194.1500	4135708.6500	 9.2590
679193.9700	4135708.6200	 9.2290
679193.7800	4135708.5900	 9.2090
679193.6000	4135708.5500	 9.2090
679193.4200	4135708.5500	 9.2090
679193.2300	4135708.5500	 9.1790
679193.0500	4135708.5500	 9.1790
679192.8700	4135708.5500	 9.1590
679192.6900	4135708.5500	 9.1590
679192.5000	4135708.5400	 9.1590
679192.3200	4135708.5700	 9.1590
679192.1400	4135708.6000	 9.1790
679191.9600	4135708.6300	 9.1890
679191.7700	4135708.6600	 9.2090
679191.5900	4135708.6900	 9.2090
679191.4100	4135708.7200	 9.2090
679191.2400	4135708.7800	 9.2090
679191.0700	4135708.8400	 9.2090
679190.8900	4135708.9000	 9.2090
679190.7200	4135708.9700	 9.1790
679190.5500	4135709.0300	 9.1790
679190.3800	4135709.0900	 9.2090
679190.2200	4135709.1800	 9.2090
679190.0600	4135709.2800	 9.2090
679189.9000	4135709.3700	 9.2090
679189.7400	4135709.4700	 9.2390
679189.5800	4135709.5700	 9.2290
679189.4300	4135709.6600	 9.2390
679189.2800	4135709.7800	 9.2290
679189.1400	4135709.8900	 9.2090
679189.0000	4135710.0100	 9.2090
679188.8600	4135710.1200	 9.1790
679188.7100	4135710.2400	 9.1790
679188.5700	4135710.3600	 9.2090
679188.4600	4135710.5000	 9.2090
679188.3500	4135710.6500	 9.2390
679188.2400	4135710.8000	 9.2290
679188.1200	4135710.9500	 9.2090
679188.0100	4135711.1000	 9.2090
679187.9000	4135711.2400	 9.2090
679187.8100	4135711.4100	 9.2090
679187.7100	4135711.5800	 9.2390
679187.6200	4135711.7500	 9.2290
679187.5300	4135711.9200	 9.2690
679187.4400	4135712.0900	 9.3090
679187.3500	4135712.2500	 9.3190
679187.2600	4135712.4500	 9.3190
679187.1000	4135712.8400	 9.3690
679187.0100	4135713.0400	 9.3690
679186.9300	4135713.2400	 9.3390
679186.7900	4135713.6500	 9.3690
679186.7300	4135713.8600	 9.3990
679186.6700	4135714.0800	 9.3990
679186.6000	4135714.2900	 9.3990
679186.4800	4135714.7200	 9.4290
679186.4300	4135714.9500	 9.4590
679186.3100	4135715.4100	 9.5090
679186.2500	4135715.6300	 9.5390
679186.2000	4135715.8600	 9.5390
679186.1400	4135716.0900	 9.5390
679186.0800	4135716.3300	 9.5590
679186.0300	4135716.5700	 9.5590
679185.9800	4135716.8100	 9.5590
679185.9200	4135717.0500	 9.5590
679185.8700	4135717.2900	 9.5390
679185.8100	4135717.5300	 9.5390
679185.7800	4135717.7800	 9.5390
679185.7400	4135718.0300	 9.5290
679185.7000	4135718.2900	 9.5290
679185.6700	4135718.5400	 9.5290
679185.6300	4135718.8000	 9.5090
679185.5900	4135719.0500	 9.4890
679185.5800	4135719.3200	 9.4890
679185.5600	4135719.5800	 9.4790
679185.5400	4135719.8400	 9.4590
679185.5200	4135720.1000	 9.4290
679185.5000	4135720.3700	 9.4590
679185.4800	4135720.6300	 9.4590
679185.4700	4135720.9100	 9.4290
679185.4600	4135721.1900	 9.3990
679185.4500	4135721.4700	 9.3990
679185.4400	4135721.7500	 9.3690
679185.4200	4135722.0200	 9.3690
679185.4100	4135722.3000	 9.3390
679185.4100	4135722.5900	 9.3190
679185.4100	4135722.8700	 9.3390
679185.4100	4135723.1500	 9.3390
679185.4100	4135723.7200	 9.3990
679185.4100	4135724.0000	 9.4290
679185.4200	4135724.2900	 9.4290
679185.4300	4135724.5700	 9.4590
679185.4500	4135724.8600	 9.4590
679185.4600	4135725.1400	 9.4890
679185.4700	4135725.4300	 9.5090
679185.4800	4135725.7100	 9.5090
679185.5100	4135726.0000	 9.4790
679185.5700	4135726.5700	 9.5090
679185.5900	4135726.8500	 9.5090
679185.6200	4135727.1400	 9.5390
679185.6500	4135727.4200	 9.5090
679185.7100	4135727.6800	 9.5090
679185.7800	4135727.9400	 9.4790
679185.8500	4135728.2100	 9.4790
679185.9100	4135728.4700	 9.4890
679185.9800	4135728.7300	 9.5090
679186.0500	4135729.0000	 9.4790
679186.1200	4135729.2600	 9.5090
679186.1900	4135729.5200	 9.5090
679186.2600	4135729.7800	 9.5090
679186.5500	4135730.8400	 9.5890
679186.6300	4135731.1000	 9.6190
679186.7100	4135731.3600	 9.6490
679186.7900	4135731.6300	 9.6490
679186.8700	4135731.8900	 9.6490
679187.0600	4135732.4000	 9.6790
679187.1700	4135732.6500	 9.6490
679187.2800	4135732.9000	 9.6190
679187.5000	4135733.4000	 9.5590
679187.6100	4135733.6500	 9.5590
679187.7400	4135733.8800	 9.5390
679187.8800	4135734.1200	 9.5090
679188.0100	4135734.3500	 9.4890
679188.1400	4135734.5800	 9.4590
679188.2700	4135734.8200	 9.4290
679188.4100	4135735.0500	 9.4590
679188.6700	4135735.5300	 9.5090
679188.8000	4135735.7600	 9.4790
679188.9400	4135736.0000	 9.4790
679189.0700	4135736.2400	 9.4790
679189.2000	4135736.4800	 9.4790
679189.3400	4135736.7200	 9.4890
679189.4800	4135736.9500	 9.5090
679189.6300	4135737.1900	 9.4890
679189.7700	4135737.4300	 9.5090
679189.9100	4135737.6700	 9.5390
679190.0500	4135737.9100	 9.5390
679190.2200	4135738.1200	 9.5590
679190.3900	4135738.3300	 9.5590
679190.5600	4135738.5300	 9.5590
679190.7200	4135738.7400	 9.5890
679190.8900	4135738.9500	 9.5890
679191.0600	4135739.1600	 9.5890
679191.2500	4135739.3400	 9.6190
679191.4300	4135739.5300	 9.5890
679191.6100	4135739.7100	 9.6190
679191.8000	4135739.9000	 9.6490
679191.9800	4135740.0800	 9.6490
679192.1700	4135740.2700	 9.6790
679192.3600	4135740.4400	 9.7090
679192.5600	4135740.6100	 9.7290
679192.7600	4135740.7800	 9.7290
679192.9600	4135740.9600	 9.7290
679193.1600	4135741.1300	 9.7290
679193.3600	4135741.3000	 9.7590
679193.5600	4135741.4700	 9.7890
679193.7700	4135741.6400	 9.8190
679193.9700	4135741.8100	 9.8390
679194.1700	4135741.9800	 9.8390
679194.3800	4135742.1500	 9.8390
679194.5800	4135742.3100	 9.8390
679194.8000	4135742.4600	 9.8390
679195.0100	4135742.6000	 9.8690
679195.2300	4135742.7500	 9.8690
679195.4400	4135742.8900	 9.8990
679195.6600	4135743.0400	 9.9290
679195.8700	4135743.1900	 9.9490
679196.1000	4135743.3100	 9.9490
679196.3300	4135743.4300	 9.9790
679196.5500	4135743.5500	 9.9790
679196.7800	4135743.6800	 9.9790
679197.0100	4135743.8000	 9.9490
679197.2300	4135743.9200	 9.9490
679197.4600	4135744.0200	 9.9490
679197.6900	4135744.1200	 9.9490
679197.9100	4135744.2200	 9.9790
679198.1400	4135744.3200	 9.9790
679198.3600	4135744.4200	 9.9790
679198.5900	4135744.5200	10.0090
679198.8200	4135744.5900	 9.9790
679199.0500	4135744.6500	 9.9790
679199.2700	4135744.7200	 9.9790
679199.5000	4135744.7800	 9.9790
679199.7300	4135744.8400	10.0090
679199.9600	4135744.9100	10.0090
679200.1900	4135744.9800	10.0090
679200.4100	4135745.0400	10.0390
679200.6400	4135745.1100	10.0390
679200.8700	4135745.1800	10.0590
679201.1000	4135745.2500	10.0590
679201.3200	4135745.3100	10.0590
679201.5300	4135745.3900	10.0690
679201.7400	4135745.4600	10.0890
679201.9500	4135745.5300	10.0890
679202.1600	4135745.6000	10.0890
679202.3700	4135745.6700	10.1190
679202.5800	4135745.7400	10.1190
679202.7600	4135745.8000	10.0890
679202.9400	4135745.8700	10.1190
679203.1300	4135745.9400	10.1190
679203.3100	4135746.0100	10.1190
679203.5000	4135746.0800	10.1190
679203.6800	4135746.1400	10.1190
679203.8200	4135746.2000	10.1490
679203.9700	4135746.2700	10.1490
679204.1100	4135746.3300	10.1490
679204.2600	4135746.3900	10.1690
679204.4000	4135746.4500	10.1690
679204.5500	4135746.5100	10.1490
679204.6600	4135746.5500	10.1390
679204.7700	4135746.5900	10.1490
679204.8800	4135746.6300	10.1690
679204.9900	4135746.6700	10.1690
679205.1000	4135746.7100	10.1690
679205.2200	4135746.7500	10.1690
679205.2900	4135746.7800	10.1690
679205.3700	4135746.8000	10.1990
679205.4500	4135746.8300	10.1990
679205.5300	4135746.8600	10.1990
679205.6000	4135746.8800	10.1990
679205.6800	4135746.9100	10.1990
679205.7400	4135746.9300	10.1990
679205.7900	4135746.9600	10.1990
679205.8500	4135746.9800	10.1990
679205.9100	4135747.0100	10.2290
679205.9600	4135747.0300	10.2190
679206.0200	4135747.0600	10.2190
679206.0400	4135747.0800	10.2190
679206.0700	4135747.1100	10.2190
679206.0900	4135747.1300	10.1990
679206.1100	4135747.1600	10.1990
679206.1300	4135747.1800	10.1990
679206.1600	4135747.2100	10.1990
679206.1500	4135747.2300	10.1990
679206.1400	4135747.2600	10.1990
679206.1400	4135747.2900	10.1990
679206.1300	4135747.3100	10.1990
679206.1200	4135747.3400	10.1990
679206.1100	4135747.3600	10.1990
679206.0800	4135747.4000	10.1990
679206.0500	4135747.4400	10.1990
679206.0100	4135747.4700	10.1690
679205.9800	4135747.5100	10.1690
679205.9400	4135747.5500	10.1990
679205.9100	4135747.5800	10.1990
679205.8600	4135747.6300	10.1990
679205.8100	4135747.6800	10.1990
679205.7600	4135747.7200	10.1990
679205.7100	4135747.7700	10.1690
679205.6600	4135747.8200	10.1690
679205.6100	4135747.8600	10.1690
679205.5500	4135747.9200	10.1690
679205.5000	4135747.9700	10.1690
679205.4500	4135748.0200	10.1690
679205.3900	4135748.0800	10.1490
679205.3400	4135748.1300	10.1690
679205.2800	4135748.1800	10.1690
679205.2300	4135748.2400	10.1690
679205.1800	4135748.3000	10.1690
679205.1300	4135748.3500	10.1690
679205.0700	4135748.4100	10.1690
679205.0200	4135748.4700	10.1490
679204.9700	4135748.5200	10.1390
679204.9200	4135748.5700	10.1690
679204.8700	4135748.6300	10.1490
679204.8200	4135748.6800	10.1690
679204.7700	4135748.7300	10.1690
679204.7200	4135748.7800	10.1690
679204.6700	4135748.8300	10.1690
679204.6300	4135748.8800	10.1690
679204.5800	4135748.9200	10.1690
679204.5400	4135748.9700	10.1490
679204.4900	4135749.0100	10.1390
679204.4500	4135749.0600	10.1390
679204.4000	4135749.1000	10.1390
679204.3600	4135749.1500	10.1490
679204.3100	4135749.1900	10.1490
679204.2700	4135749.2400	10.1390
679204.2200	4135749.2800	10.1490
679204.1800	4135749.3300	10.1390
679204.1400	4135749.3700	10.1690
679204.1100	4135749.4200	10.1990
679204.0800	4135749.4600	10.1990
679204.0500	4135749.5100	10.1990
679204.0200	4135749.5600	10.1990
679203.9900	4135749.6000	10.1990
679203.9600	4135749.6500	10.1990
679203.9200	4135749.6800	10.1690
679203.8900	4135749.7200	10.1490
679203.8500	4135749.7600	10.1390
679203.8200	4135749.8000	10.1390
679203.7800	4135749.8400	10.1390
679203.7500	4135749.8800	10.1490
679203.7100	4135749.9100	10.1490
679203.6800	4135749.9500	10.1490
679203.6400	4135749.9900	10.1490
679203.6000	4135750.0300	10.1690
679203.5700	4135750.0700	10.1690
679203.5300	4135750.1100	10.1490
679203.5100	4135750.1500	10.1690
679203.4800	4135750.1800	10.1390
679203.4500	4135750.2200	10.1390
679203.4300	4135750.2600	10.1190
679203.4000	4135750.3000	10.1190
679203.3700	4135750.3400	10.1190
679203.3400	4135750.3800	10.0890
679203.3100	4135750.4300	10.1190
679203.2800	4135750.4700	10.1190
679203.2500	4135750.5100	10.1190
679203.2200	4135750.5500	10.1390
679203.1900	4135750.6000	10.1390
679203.1700	4135750.6300	10.1390
679203.1400	4135750.6700	10.1190
679203.1100	4135750.7000	10.1390
679203.0800	4135750.7400	10.1390
679203.0600	4135750.7700	10.1390
679203.0300	4135750.8100	10.1390
679203.0100	4135750.8400	10.1390
679202.9800	4135750.8700	10.1190
679202.9600	4135750.9100	10.1190
679202.9300	4135750.9400	10.1390
679202.9100	4135750.9700	10.1390
679202.8800	4135751.0000	10.1390
679202.8600	4135751.0400	10.1190
679202.8500	4135751.0700	10.1390
679202.8300	4135751.1000	10.1390
679202.8100	4135751.1300	10.1490
679202.7900	4135751.1700	10.1490
679202.7700	4135751.2000	10.1490
679202.7500	4135751.2300	10.1690
679202.7300	4135751.2600	10.1690
679202.7100	4135751.2900	10.1490
679202.6900	4135751.3200	10.1390
679202.6700	4135751.3500	10.1190
679202.6500	4135751.3800	10.1190
679202.6300	4135751.4100	10.1190
679202.6100	4135751.4400	10.1190
679202.5900	4135751.4700	10.1390
679202.5700	4135751.5000	10.1390
679202.5500	4135751.5300	10.1490
679202.5400	4135751.5600	10.1490
679202.5200	4135751.5900	10.1690
679202.5000	4135751.6200	10.1490
679202.4800	4135751.6600	10.1390
679202.4600	4135751.6900	10.1190
679202.4400	4135751.7200	10.1190
679202.4200	4135751.7600	10.0890
679202.3900	4135751.7900	10.0890
679202.3700	4135751.8200	10.0890
679202.3500	4135751.8500	10.0890
679202.3300	4135751.8800	10.1190
679202.3100	4135751.9100	10.0890
679202.2900	4135751.9400	10.0890
679202.2600	4135751.9600	10.0890
679202.2300	4135751.9900	10.0590
679202.2000	4135752.0100	10.0590
679202.1700	4135752.0400	10.0590
679202.1400	4135752.0700	10.0890
679202.1000	4135752.0900	10.0590
679202.0900	4135752.1300	10.0590
679202.0700	4135752.1600	10.0590
679202.0500	4135752.1900	10.0590
679202.0300	4135752.2300	10.0890
679202.0100	4135752.2600	10.0890
679201.9900	4135752.3000	10.0890
679201.9700	4135752.3200	10.0590
679201.9600	4135752.3500	10.0890
679201.9500	4135752.3800	10.0890
679201.9400	4135752.4000	10.0890
679201.9300	4135752.4300	10.0890
679201.9200	4135752.4600	10.0590
679201.9000	4135752.4800	10.0590
679201.8800	4135752.5100	10.0590
679201.8700	4135752.5400	10.0590
679201.8500	4135752.5700	10.0590
679201.8300	4135752.5900	10.0590
679201.8100	4135752.6200	10.0590
679201.8000	4135752.6500	10.0590
679201.7800	4135752.6700	10.0590
679201.7600	4135752.7000	10.0390
679201.7400	4135752.7300	10.0390
679201.7300	4135752.7500	10.0390
679201.7100	4135752.7800	10.0390
679201.7000	4135752.8100	10.0290
679201.7000	4135752.8400	10.0390
679201.6900	4135752.8600	10.0390
679201.6800	4135752.8900	10.0390
679201.6800	4135752.9200	10.0390
679201.6700	4135752.9500	10.0290
679201.6600	4135752.9700	10.0290
679201.6400	4135752.9900	10.0290
679201.6300	4135753.0200	10.0290
679201.6100	4135753.0400	10.0590
679201.5900	4135753.0600	10.0590
679201.5800	4135753.0900	10.0590
679201.5600	4135753.1200	10.0590
679201.5400	4135753.1500	10.0590
679201.5200	4135753.1800	10.0590
679201.5100	4135753.2100	10.0590
679201.4900	4135753.2400	10.0590
679201.4700	4135753.2700	10.0390
679201.4500	4135753.3000	10.0290
679201.4200	4135753.3200	10.0290
679201.4000	4135753.3400	10.0390
679201.3700	4135753.3700	10.0390
679201.3500	4135753.3900	10.0390
679201.3300	4135753.4200	10.0590
679201.3100	4135753.4400	10.0390
679201.3000	4135753.4600	10.0590
679201.2800	4135753.4900	10.0590
679201.2700	4135753.5100	10.0590
679201.2500	4135753.5300	10.0390
679201.2400	4135753.5600	10.0390
679201.2300	4135753.5700	10.0390
679201.2200	4135753.5900	10.0390
679201.2100	4135753.6000	10.0390
679201.2000	4135753.6100	10.0290
679201.1900	4135753.6300	10.0090
679201.1800	4135753.6400	10.0290
679201.1700	4135753.6500	10.0090
679201.1500	4135753.6700	10.0090
679201.1300	4135753.6800	10.0290
679201.1100	4135753.6900	10.0390
679201.0900	4135753.7100	10.0390
679201.0800	4135753.7200	10.0090
679201.0600	4135753.7200	10.0090
679201.0400	4135753.7200	10.0090
679201.0200	4135753.7200	10.0090
679201.0100	4135753.7200	10.0090
679200.9900	4135753.7200	10.0090
679200.9700	4135753.7200	10.0090
679200.9600	4135753.7200	10.0090
679200.9400	4135753.7200	10.0090
679200.9300	4135753.7100	10.0090
679200.9100	4135753.7100	10.0090
679200.9000	4135753.7100	10.0290
679200.8800	4135753.7100	10.0090
679200.8700	4135753.6800	10.0090
679200.8600	4135753.6600	10.0290
679200.8500	4135753.6300	10.0090
679200.8400	4135753.6100	10.0290
679200.8300	4135753.5900	10.0090
679200.8200	4135753.5600	10.0090
679200.8100	4135753.5200	10.0090
679200.8100	4135753.4800	10.0290
679200.8100	4135753.4400	10.0290
679200.8100	4135753.4100	10.0290
679200.8000	4135753.3700	10.0290
679200.8000	4135753.3300	10.0090
679200.8000	4135753.2700	10.0290
679200.8000	4135753.2100	10.0290
679200.8000	4135753.1500	10.0290
679200.8000	4135753.0900	10.0390
679200.8000	4135753.0300	10.0290
679200.8000	4135752.9700	10.0290
679200.8200	4135752.9000	10.0290
679200.8300	4135752.8400	10.0290
679200.8500	4135752.7700	10.0390
679200.8600	4135752.7000	10.0090
679200.8700	4135752.6300	10.0290
679200.8900	4135752.5600	10.0290
679200.9300	4135752.4900	10.0290
679200.9700	4135752.4100	10.0290
679201.0200	4135752.3300	10.0290
679201.0600	4135752.2500	10.0090
679201.1000	4135752.1700	10.0390
679201.1400	4135752.0900	10.0390
679201.2100	4135752.0100	10.0590
679201.2900	4135751.9300	10.0590
679201.3600	4135751.8500	10.0590
679201.4300	4135751.7700	10.0590
679201.5000	4135751.6900	10.0590
679201.5700	4135751.6100	10.0590
679201.6800	4135751.5200	10.0390
679201.7900	4135751.4400	10.0390
679201.9000	4135751.3500	10.0390
679202.0100	4135751.2700	10.0390
679202.1200	4135751.1800	10.0390
679202.2300	4135751.1000	10.0590
679202.3800	4135751.0300	10.0890
679202.5400	4135750.9700	10.0890
679202.6900	4135750.9100	10.0890
679202.8500	4135750.8400	10.1190
679203.0000	4135750.7800	10.1190
679203.1500	4135750.7100	10.1190
679203.3500	4135750.6600	10.1190
679203.5400	4135750.6100	10.1190
679203.7400	4135750.5500	10.1490
679203.9300	4135750.5000	10.1490
679204.1300	4135750.4500	10.1690
679204.3200	4135750.3900	10.1690
679204.5300	4135750.3300	10.1690
679204.7300	4135750.2600	10.1690
679204.9400	4135750.1900	10.1490
679205.1500	4135750.1200	10.1690
679205.3600	4135750.0500	10.1690
679205.5600	4135749.9900	10.1690
679205.7800	4135749.9100	10.1690
679206.0000	4135749.8300	10.1690
679206.2100	4135749.7500	10.1990
679206.4300	4135749.6800	10.1990
679206.6500	4135749.6000	10.1990
679206.8600	4135749.5200	10.1990
679207.0700	4135749.4200	10.2290
679207.2800	4135749.3200	10.2190
679207.5000	4135749.2200	10.2190
679207.7100	4135749.1300	10.2190
679208.1300	4135748.9300	10.2490
679208.3200	4135748.8100	10.2490
679208.5100	4135748.7000	10.2790
679208.7000	4135748.5800	10.2790
679208.9000	4135748.4700	10.2790
679209.0900	4135748.3500	10.3090
679209.2800	4135748.2300	10.3090
679209.4500	4135748.0900	10.3390
679209.6300	4135747.9400	10.3390
679209.8000	4135747.7900	10.3590
679209.9800	4135747.6500	10.3590
679210.1500	4135747.5000	10.3590
679210.3200	4135747.3500	10.3890
679210.4800	4135747.1900	10.4190
679210.6300	4135747.0300	10.3890
679210.7900	4135746.8700	10.4190
679210.9400	4135746.7100	10.4190
679211.1000	4135746.5400	10.4190
679211.2600	4135746.3800	10.4490
679211.3900	4135746.2100	10.4490
679211.5300	4135746.0300	10.4690
679211.6600	4135745.8600	10.4690
679211.9400	4135745.5100	10.4490
679212.0700	4135745.3400	10.4190
679212.1900	4135745.1600	10.4190
679212.3000	4135744.9700	10.4190
679212.4100	4135744.7900	10.3890
679212.5200	4135744.6100	10.4190
679212.6400	4135744.4200	10.4190
679212.7500	4135744.2400	10.4490
679212.8500	4135744.0600	10.4490
679212.9500	4135743.8700	10.4490
679213.0500	4135743.6900	10.4690
679213.1500	4135743.5000	10.4690
679213.2500	4135743.3200	10.4790
679213.3500	4135743.1300	10.4990
679213.4500	4135742.9600	10.4790
679213.5500	4135742.7800	10.4990
679213.6500	4135742.6000	10.4690
679213.7500	4135742.4300	10.4790
679213.8500	4135742.2500	10.4690
679213.9500	4135742.0800	10.4790
679214.0300	4135741.9000	10.4990
679214.1200	4135741.7300	10.5290
679214.2000	4135741.5500	10.4990
679214.2900	4135741.3800	10.5290
679214.3700	4135741.2000	10.5590
679214.4500	4135741.0200	10.5290
679214.5300	4135740.8500	10.5590
679214.6100	4135740.6800	10.5590
679214.6900	4135740.5100	10.5590
679214.7600	4135740.3400	10.5590
679214.8400	4135740.1700	10.5590
679214.9200	4135740.0000	10.5590
679214.9700	4135739.8200	10.5590
679215.0200	4135739.6400	10.5790
679215.0700	4135739.4700	10.5790
679215.1200	4135739.2900	10.5790
679215.1700	4135739.1200	10.5790
679215.2200	4135738.9400	10.5790
679215.2500	4135738.7600	10.5790
679215.2800	4135738.5800	10.5790
679215.3000	4135738.3900	10.5790
679215.3300	4135738.2100	10.5790
679215.3600	4135738.0300	10.5790
679215.3800	4135737.8400	10.6090
679215.3900	4135737.6500	10.6090
679215.4000	4135737.4600	10.6090
679215.4100	4135737.2700	10.6090
679215.4100	4135737.0800	10.6090
679215.4200	4135736.8900	10.6090
679215.4300	4135736.7000	10.6090
679215.4000	4135736.5200	10.6090
679215.3800	4135736.3300	10.6090
679215.3600	4135736.1500	10.5790
679215.3300	4135735.9600	10.5590
679215.3100	4135735.7700	10.5590
679215.2800	4135735.5900	10.5290
679215.2500	4135735.4000	10.5590
679215.1700	4135735.0400	10.5290
679215.1300	4135734.8500	10.5290
679215.0900	4135734.6700	10.5290
679215.0600	4135734.4900	10.5590
679215.0300	4135734.3100	10.5290
679215.0100	4135734.1200	10.5290
679214.9900	4135733.9400	10.5590
679214.9400	4135733.5800	10.4990
679214.9200	4135733.3900	10.4790
679214.9000	4135733.2100	10.4790
679214.8900	4135733.0300	10.4790
679214.8800	4135732.8500	10.4790
679214.8700	4135732.6700	10.4790
679214.8500	4135732.4800	10.4790
679214.8400	4135732.3000	10.4790
679214.8500	4135732.1200	10.4790
679214.8600	4135731.9400	10.4790
679214.8700	4135731.7700	10.4790
679214.8800	4135731.5900	10.4790
679214.8900	4135731.4100	10.4790
679214.9000	4135731.2300	10.4790
679214.9500	4135731.0600	10.4990
679215.0000	4135730.8900	10.4990
679215.0500	4135730.7200	10.4790
679215.1000	4135730.5500	10.4990
679215.1500	4135730.3800	10.5290
679215.2000	4135730.2100	10.5290
679215.2800	4135730.0500	10.5290
679215.3600	4135729.8900	10.5290
679215.4400	4135729.7300	10.5590
679215.5200	4135729.5700	10.5290
679215.6000	4135729.4100	10.5290
679215.6800	4135729.2500	10.4990
679215.7800	4135729.0800	10.4790
679215.8800	4135728.9100	10.4990
679215.9800	4135728.7300	10.4990
679216.0800	4135728.5600	10.5290
679216.1700	4135728.3800	10.5590
679216.2700	4135728.2100	10.5790
679216.4100	4135728.0400	10.6090
679216.5400	4135727.8800	10.6090
679216.6700	4135727.7100	10.6090
679216.8100	4135727.5500	10.6090
679216.9400	4135727.3800	10.6390
679217.0700	4135727.2100	10.6690
679218.5700	4135724.0500	10.6790
679218.5500	4135723.9000	10.6790
679218.5300	4135723.7400	10.6790
679218.5100	4135723.5900	10.6790
679218.4700	4135723.2900	10.5990
679218.4200	4135723.1500	10.5790
679218.3600	4135723.0000	10.5490
679218.3100	4135722.8600	10.5490
679218.2000	4135722.5700	10.5190
679218.1400	4135722.4300	10.4990
679218.0600	4135722.3000	10.4690
679217.9700	4135722.1700	10.4690
679217.8900	4135722.0400	10.4690
679217.7300	4135721.7800	10.4090
679217.6400	4135721.6500	10.4390
679217.5400	4135721.5200	10.4390
679217.4400	4135721.4000	10.4090
679217.3400	4135721.2700	10.4090
679217.2400	4135721.1400	10.4090
679217.1400	4135721.0100	10.4090
679217.0400	4135720.8800	10.3790
679216.9300	4135720.7600	10.3790
679216.8300	4135720.6400	10.3790
679216.7200	4135720.5300	10.3490
679216.6100	4135720.4100	10.3290
679216.5100	4135720.2900	10.3290
679216.4000	4135720.1700	10.2990
679216.3000	4135720.0500	10.3290
679216.2000	4135719.9400	10.2990
679216.1000	4135719.8200	10.3290
679216.0100	4135719.7000	10.3290
679215.9100	4135719.5900	10.3290
679215.8100	4135719.4700	10.3290
679215.7300	4135719.3400	10.2990
679215.6600	4135719.2100	10.2990
679215.5800	4135719.0800	10.2990
679215.5100	4135718.9500	10.2990
679215.4300	4135718.8200	10.2990
679215.2900	4135718.5400	10.2190
679215.1600	4135718.2600	10.1890
679215.1000	4135718.1200	10.1690
679215.0300	4135717.9800	10.1990
679214.9700	4135717.8300	10.1990
679214.9600	4135717.5500	10.2490
679214.9500	4135717.2600	10.2690
679214.9400	4135717.1200	10.2690
679214.9400	4135716.9700	10.2690
679215.0000	4135716.8300	10.2690
679215.0600	4135716.6800	10.2990
679215.1200	4135716.5300	10.2690
679215.1800	4135716.3800	10.2990
679215.2400	4135716.2300	10.2690
679215.3000	4135716.0800	10.2990
679215.3700	4135715.9400	10.2990
679215.4400	4135715.8000	10.2990
679215.5100	4135715.6600	10.3290
679215.5800	4135715.5200	10.3290
679215.6500	4135715.3800	10.3290
679215.7200	4135715.2400	10.3490
679215.8200	4135715.1100	10.3290
679215.9200	4135714.9900	10.3290
679216.0200	4135714.8600	10.3490
679216.1200	4135714.7400	10.3590
679216.2200	4135714.6100	10.3790
679216.3200	4135714.4800	10.3790
679216.4500	4135714.3800	10.3790
679216.5800	4135714.2800	10.3790
679216.7100	4135714.1700	10.3790
679216.8400	4135714.0700	10.3790
679217.1000	4135713.8600	10.3290
679217.2500	4135713.7500	10.2990
679217.4100	4135713.6400	10.3290
679217.5700	4135713.5300	10.3590
679217.7200	4135713.4300	10.3790
679217.8800	4135713.3200	10.4090
679218.0400	4135713.2100	10.4390
679218.2300	4135713.1000	10.4390
679218.7900	4135712.7800	10.5490
679218.9800	4135712.6700	10.5790
679219.1700	4135712.5600	10.5490
679219.5700	4135712.3600	10.5990
679219.9600	4135712.1500	10.6590
679221.4800	4135710.8400	10.3190
679222.2500	4135708.2000	10.6790
679222.2400	4135708.0400	10.6790
679222.2200	4135707.8900	10.6490
679222.2100	4135707.7300	10.6490
679222.1900	4135707.5700	10.6490
679222.1800	4135707.4200	10.6290
679222.1300	4135707.2700	10.5990
679222.0900	4135707.1200	10.5990
679222.0100	4135706.8200	10.5390
679221.9600	4135706.6700	10.5390
679221.9200	4135706.5200	10.5390
679221.8600	4135706.3800	10.5390
679221.5400	4135705.6500	10.3790
679221.2700	4135705.2200	10.4990
679221.1800	4135705.0800	10.4690
679221.1000	4135704.9300	10.4490
679221.0100	4135704.7900	10.4490
679220.9000	4135704.6500	10.4490
679220.8000	4135704.5100	10.4190
679220.6900	4135704.3700	10.4190
679220.5900	4135704.2300	10.4190
679220.4900	4135704.0900	10.4190
679220.3800	4135703.9500	10.3890
679220.2700	4135703.8000	10.3890
679220.1700	4135703.6600	10.3890
679220.0600	4135703.5100	10.3890
679219.9600	4135703.3600	10.3890
679219.8500	4135703.2100	10.3890
679219.7400	4135703.0700	10.3890
679219.6500	4135702.9100	10.3890
679219.5500	4135702.7500	10.3590
679219.4600	4135702.5900	10.3590
679219.3700	4135702.4300	10.3390
679219.2700	4135702.2800	10.3090
679219.1800	4135702.1200	10.3090
679219.1100	4135701.9600	10.3090
