Date / Time	Easting	Northing	Depth
06/01/2001 01:02:18.000	727972.27	4138310.41	3.18
06/01/2001 01:02:18.167	727972.26	4138310.43	3.18
06/01/2001 01:02:18.333	727972.25	4138310.45	3.26
06/01/2001 01:02:18.500	727972.24	4138310.48	3.18
06/01/2001 01:02:18.667	727972.23	4138310.50	3.18
06/01/2001 01:02:18.833	727972.22	4138310.52	3.18
06/01/2001 01:02:19.000	727972.21	4138310.54	3.18
06/01/2001 01:02:19.167	727972.21	4138310.55	3.23
06/01/2001 01:02:19.333	727972.21	4138310.57	3.24
06/01/2001 01:02:19.500	727972.21	4138310.58	3.26
06/01/2001 01:02:19.667	727972.20	4138310.59	3.24
06/01/2001 01:02:19.833	727972.20	4138310.60	3.23
06/01/2001 01:02:20.000	727972.20	4138310.61	3.23
06/01/2001 01:02:20.167	727972.21	4138310.62	3.18
06/01/2001 01:02:20.333	727972.21	4138310.64	3.23
06/01/2001 01:02:20.500	727972.22	4138310.65	3.23
06/01/2001 01:02:20.667	727972.22	4138310.66	3.23
06/01/2001 01:02:20.833	727972.23	4138310.67	3.26
06/01/2001 01:02:21.000	727972.24	4138310.69	3.15
06/01/2001 01:02:21.167	727972.24	4138310.69	3.24
06/01/2001 01:02:21.333	727972.24	4138310.70	3.26
06/01/2001 01:02:21.500	727972.24	4138310.71	3.23
06/01/2001 01:02:21.667	727972.24	4138310.72	3.24
06/01/2001 01:02:21.833	727972.24	4138310.73	3.24
06/01/2001 01:02:22.000	727972.24	4138310.74	3.26
06/01/2001 01:02:22.167	727972.23	4138310.75	3.23
06/01/2001 01:02:22.333	727972.23	4138310.77	3.23
06/01/2001 01:02:22.500	727972.23	4138310.78	3.23
06/01/2001 01:02:22.667	727972.22	4138310.80	3.24
06/01/2001 01:02:22.833	727972.22	4138310.82	3.15
06/01/2001 01:02:23.000	727972.22	4138310.83	3.15
06/01/2001 01:02:23.167	727972.22	4138310.85	3.15
06/01/2001 01:02:23.333	727972.22	4138310.86	3.15
06/01/2001 01:02:23.500	727972.22	4138310.88	3.15
06/01/2001 01:02:23.667	727972.22	4138310.89	3.24
06/01/2001 01:02:23.833	727972.22	4138310.91	3.23
06/01/2001 01:02:24.000	727972.21	4138310.93	3.26
06/01/2001 01:02:24.167	727972.21	4138310.94	3.23
06/01/2001 01:02:24.333	727972.21	4138310.95	3.23
06/01/2001 01:02:24.500	727972.21	4138310.96	3.29
06/01/2001 01:02:24.667	727972.20	4138310.97	3.23
06/01/2001 01:02:24.833	727972.20	4138310.99	3.26
06/01/2001 01:02:25.000	727972.20	4138311.00	3.24
06/01/2001 01:02:25.167	727972.20	4138311.01	3.24
06/01/2001 01:02:25.333	727972.20	4138311.03	3.24
06/01/2001 01:02:25.500	727972.20	4138311.04	3.24
06/01/2001 01:02:25.667	727972.20	4138311.06	3.23
06/01/2001 01:02:25.833	727972.20	4138311.08	3.23
06/01/2001 01:02:26.000	727972.20	4138311.09	3.23
06/01/2001 01:02:26.167	727972.19	4138311.10	3.23
06/01/2001 01:02:26.333	727972.18	4138311.11	3.23
06/01/2001 01:02:26.500	727972.18	4138311.12	3.23
06/01/2001 01:02:26.667	727972.17	4138311.12	3.23
06/01/2001 01:02:26.833	727972.17	4138311.13	3.23
06/01/2001 01:02:27.000	727972.16	4138311.14	3.21
06/01/2001 01:02:27.167	727972.16	4138311.15	3.24
06/01/2001 01:02:27.333	727972.16	4138311.16	3.24
06/01/2001 01:02:27.500	727972.16	4138311.17	3.24
06/01/2001 01:02:27.667	727972.16	4138311.18	3.24
06/01/2001 01:02:27.833	727972.16	4138311.19	3.23
06/01/2001 01:02:28.000	727972.16	4138311.19	3.23
06/01/2001 01:02:28.167	727972.16	4138311.21	3.23
06/01/2001 01:02:28.333	727972.15	4138311.23	3.24
06/01/2001 01:02:28.500	727972.15	4138311.24	3.24
06/01/2001 01:02:28.667	727972.15	4138311.26	3.23
06/01/2001 01:02:28.833	727972.15	4138311.27	3.24
06/01/2001 01:02:29.000	727972.14	4138311.29	3.18
06/01/2001 01:02:29.167	727972.14	4138311.30	3.26
06/01/2001 01:02:29.333	727972.14	4138311.31	3.18
06/01/2001 01:02:29.500	727972.14	4138311.33	3.18
06/01/2001 01:02:29.667	727972.14	4138311.34	3.18
06/01/2001 01:02:29.833	727972.14	4138311.35	3.29
06/01/2001 01:02:30.000	727972.14	4138311.36	3.15
06/01/2001 01:02:30.167	727972.14	4138311.38	3.15
06/01/2001 01:02:30.333	727972.14	4138311.40	3.24
06/01/2001 01:02:30.500	727972.13	4138311.42	3.26
06/01/2001 01:02:30.667	727972.13	4138311.44	3.26
06/01/2001 01:02:30.833	727972.13	4138311.46	3.24
06/01/2001 01:02:31.000	727972.12	4138311.48	3.24
06/01/2001 01:02:31.167	727972.12	4138311.49	3.24
06/01/2001 01:02:31.333	727972.12	4138311.50	3.26
06/01/2001 01:02:31.500	727972.11	4138311.52	3.24
06/01/2001 01:02:31.667	727972.11	4138311.53	3.24
06/01/2001 01:02:31.833	727972.11	4138311.54	3.26
06/01/2001 01:02:32.000	727972.11	4138311.55	3.38
06/01/2001 01:02:32.167	727972.10	4138311.57	3.24
06/01/2001 01:02:32.333	727972.09	4138311.58	3.24
06/01/2001 01:02:32.500	727972.09	4138311.60	3.24
06/01/2001 01:02:32.667	727972.08	4138311.61	3.24
06/01/2001 01:02:32.833	727972.08	4138311.63	3.24
06/01/2001 01:02:33.000	727972.07	4138311.64	3.26
06/01/2001 01:02:33.167	727972.07	4138311.66	3.23
06/01/2001 01:02:33.333	727972.07	4138311.67	3.23
06/01/2001 01:02:33.500	727972.06	4138311.68	3.23
06/01/2001 01:02:33.667	727972.06	4138311.69	3.35
06/01/2001 01:02:33.833	727972.06	4138311.70	3.26
06/01/2001 01:02:34.000	727972.06	4138311.72	3.18
06/01/2001 01:02:34.200	727972.04	4138311.73	3.24
06/01/2001 01:02:34.400	727972.03	4138311.74	3.24
06/01/2001 01:02:34.600	727972.01	4138311.76	3.24
06/01/2001 01:02:34.800	727972.00	4138311.77	3.15
06/01/2001 01:02:35.000	727971.99	4138311.79	3.24
06/01/2001 01:02:35.167	727971.99	4138311.81	3.18
06/01/2001 01:02:35.333	727971.99	4138311.83	3.18
06/01/2001 01:02:35.500	727972.00	4138311.84	3.26
06/01/2001 01:02:35.667	727972.00	4138311.86	3.24
06/01/2001 01:02:35.833	727972.00	4138311.88	3.24
06/01/2001 01:02:36.000	727972.01	4138311.90	3.26
06/01/2001 01:02:36.143	727972.00	4138311.91	3.26
06/01/2001 01:02:36.286	727972.00	4138311.92	3.24
06/01/2001 01:02:36.429	727971.99	4138311.93	3.24
06/01/2001 01:02:36.571	727971.99	4138311.94	3.23
06/01/2001 01:02:36.714	727971.98	4138311.95	3.24
06/01/2001 01:02:36.857	727971.98	4138311.96	3.24
06/01/2001 01:02:37.000	727971.97	4138311.97	3.26
06/01/2001 01:02:37.167	727971.97	4138311.98	3.24
06/01/2001 01:02:37.333	727971.97	4138311.99	3.15
06/01/2001 01:02:37.500	727971.97	4138312.00	3.26
06/01/2001 01:02:37.667	727971.97	4138312.01	3.24
06/01/2001 01:02:37.833	727971.97	4138312.02	3.24
06/01/2001 01:02:38.000	727971.97	4138312.02	3.15
06/01/2001 01:02:38.167	727971.97	4138312.03	3.15
06/01/2001 01:02:38.333	727971.97	4138312.04	3.18
06/01/2001 01:02:38.500	727971.97	4138312.05	3.21
06/01/2001 01:02:38.667	727971.97	4138312.06	3.21
06/01/2001 01:02:38.833	727971.97	4138312.07	3.21
06/01/2001 01:02:39.000	727971.97	4138312.08	3.21
06/01/2001 01:02:39.167	727971.97	4138312.09	3.21
06/01/2001 01:02:39.333	727971.97	4138312.11	3.18
06/01/2001 01:02:39.500	727971.97	4138312.13	3.18
06/01/2001 01:02:39.667	727971.97	4138312.14	3.18
06/01/2001 01:02:39.833	727971.97	4138312.16	3.18
06/01/2001 01:02:40.000	727971.97	4138312.17	3.18
06/01/2001 01:02:40.200	727971.98	4138312.19	3.18
06/01/2001 01:02:40.400	727971.98	4138312.20	3.18
06/01/2001 01:02:40.600	727971.98	4138312.22	3.18
06/01/2001 01:02:40.800	727971.99	4138312.23	3.18
06/01/2001 01:02:41.000	727971.99	4138312.25	3.18
06/01/2001 01:02:41.143	727971.99	4138312.26	3.18
06/01/2001 01:02:41.286	727971.99	4138312.27	3.18
06/01/2001 01:02:41.429	727971.99	4138312.28	3.18
06/01/2001 01:02:41.571	727971.99	4138312.29	3.23
06/01/2001 01:02:41.714	727971.99	4138312.30	3.18
06/01/2001 01:02:41.857	727971.99	4138312.31	3.23
06/01/2001 01:02:42.000	727971.99	4138312.32	3.23
06/01/2001 01:02:42.200	727971.99	4138312.34	3.23
06/01/2001 01:02:42.400	727971.99	4138312.36	3.23
06/01/2001 01:02:42.600	727971.99	4138312.38	3.21
06/01/2001 01:02:42.800	727971.99	4138312.40	3.26
06/01/2001 01:02:43.000	727971.98	4138312.42	3.29
06/01/2001 01:02:43.167	727971.98	4138312.43	3.26
06/01/2001 01:02:43.333	727971.98	4138312.43	3.24
06/01/2001 01:02:43.500	727971.98	4138312.44	3.29
06/01/2001 01:02:43.667	727971.98	4138312.45	3.26
06/01/2001 01:02:43.833	727971.98	4138312.46	3.26
06/01/2001 01:02:44.000	727971.98	4138312.47	3.26
06/01/2001 01:02:44.167	727971.98	4138312.48	3.26
06/01/2001 01:02:44.333	727971.98	4138312.49	3.26
06/01/2001 01:02:44.500	727971.98	4138312.50	3.26
06/01/2001 01:02:44.667	727971.98	4138312.52	3.23
06/01/2001 01:02:44.833	727971.98	4138312.53	3.26
06/01/2001 01:02:45.000	727971.98	4138312.54	3.24
06/01/2001 01:02:45.167	727971.98	4138312.55	3.24
06/01/2001 01:02:45.333	727971.98	4138312.57	3.24
06/01/2001 01:02:45.500	727971.97	4138312.58	3.15
06/01/2001 01:02:45.667	727971.97	4138312.59	3.24
06/01/2001 01:02:45.833	727971.97	4138312.60	3.26
06/01/2001 01:02:46.000	727971.96	4138312.62	3.24
06/01/2001 01:02:46.167	727971.96	4138312.63	3.29
06/01/2001 01:02:46.333	727971.97	4138312.64	3.26
06/01/2001 01:02:46.500	727971.97	4138312.65	3.18
06/01/2001 01:02:46.667	727971.97	4138312.67	3.24
06/01/2001 01:02:46.833	727971.98	4138312.68	3.26
06/01/2001 01:02:47.000	727971.98	4138312.69	3.26
06/01/2001 01:02:47.167	727971.97	4138312.70	3.24
06/01/2001 01:02:47.333	727971.97	4138312.71	3.24
06/01/2001 01:02:47.500	727971.97	4138312.73	3.23
06/01/2001 01:02:47.667	727971.97	4138312.74	3.26
06/01/2001 01:02:47.833	727971.96	4138312.75	3.26
06/01/2001 01:02:48.000	727971.96	4138312.76	3.15
06/01/2001 01:02:48.143	727971.95	4138312.78	3.15
06/01/2001 01:02:48.286	727971.95	4138312.80	3.15
06/01/2001 01:02:48.429	727971.94	4138312.81	3.35
06/01/2001 01:02:48.571	727971.94	4138312.83	3.26
06/01/2001 01:02:48.714	727971.93	4138312.85	3.18
06/01/2001 01:02:48.857	727971.93	4138312.86	3.32
06/01/2001 01:02:49.000	727971.92	4138312.88	3.29
06/01/2001 01:02:49.200	727971.92	4138312.89	3.26
06/01/2001 01:02:49.400	727971.92	4138312.90	3.26
06/01/2001 01:02:49.600	727971.91	4138312.91	3.26
06/01/2001 01:02:49.800	727971.91	4138312.92	3.32
06/01/2001 01:02:50.000	727971.91	4138312.93	3.18
06/01/2001 01:02:50.143	727971.90	4138312.94	3.24
06/01/2001 01:02:50.286	727971.89	4138312.96	3.24
06/01/2001 01:02:50.429	727971.88	4138312.97	3.18
06/01/2001 01:02:50.571	727971.88	4138312.98	3.18
06/01/2001 01:02:50.714	727971.87	4138313.00	3.26
06/01/2001 01:02:50.857	727971.86	4138313.01	3.26
06/01/2001 01:02:51.000	727971.85	4138313.02	3.29
06/01/2001 01:02:51.167	727971.84	4138313.04	3.18
06/01/2001 01:02:51.333	727971.84	4138313.06	3.24
06/01/2001 01:02:51.500	727971.83	4138313.07	3.24
06/01/2001 01:02:51.667	727971.82	4138313.09	3.26
06/01/2001 01:02:51.833	727971.81	4138313.10	3.24
06/01/2001 01:02:52.000	727971.80	4138313.12	3.24
06/01/2001 01:02:52.200	727971.80	4138313.14	3.24
06/01/2001 01:02:52.400	727971.80	4138313.15	3.24
06/01/2001 01:02:52.600	727971.80	4138313.17	3.26
06/01/2001 01:02:52.800	727971.80	4138313.19	3.26
06/01/2001 01:02:53.000	727971.81	4138313.21	3.29
06/01/2001 01:02:53.167	727971.80	4138313.23	3.26
06/01/2001 01:02:53.333	727971.79	4138313.24	3.24
06/01/2001 01:02:53.500	727971.79	4138313.26	3.18
06/01/2001 01:02:53.667	727971.78	4138313.27	3.26
06/01/2001 01:02:53.833	727971.78	4138313.29	3.18
06/01/2001 01:02:54.000	727971.77	4138313.30	3.18
06/01/2001 01:02:54.167	727971.77	4138313.31	3.18
06/01/2001 01:02:54.333	727971.77	4138313.33	3.18
06/01/2001 01:02:54.500	727971.76	4138313.34	3.18
06/01/2001 01:02:54.667	727971.76	4138313.35	3.26
06/01/2001 01:02:54.833	727971.76	4138313.36	3.26
06/01/2001 01:02:55.000	727971.76	4138313.37	3.26
06/01/2001 01:02:55.167	727971.76	4138313.39	3.24
06/01/2001 01:02:55.333	727971.76	4138313.41	3.26
06/01/2001 01:02:55.500	727971.76	4138313.42	3.24
06/01/2001 01:02:55.667	727971.76	4138313.44	3.24
06/01/2001 01:02:55.833	727971.76	4138313.45	3.26
06/01/2001 01:02:56.000	727971.76	4138313.47	3.29
06/01/2001 01:02:56.167	727971.75	4138313.48	3.26
06/01/2001 01:02:56.333	727971.75	4138313.49	3.26
06/01/2001 01:02:56.500	727971.74	4138313.50	3.26
06/01/2001 01:02:56.667	727971.73	4138313.52	3.24
06/01/2001 01:02:56.833	727971.73	4138313.53	3.24
06/01/2001 01:02:57.000	727971.72	4138313.54	3.26
06/01/2001 01:02:57.167	727971.72	4138313.55	3.26
06/01/2001 01:02:57.333	727971.72	4138313.57	3.26
06/01/2001 01:02:57.500	727971.72	4138313.59	3.24
06/01/2001 01:02:57.667	727971.71	4138313.60	3.23
06/01/2001 01:02:57.833	727971.71	4138313.62	3.24
06/01/2001 01:02:58.000	727971.71	4138313.63	3.29
06/01/2001 01:02:58.143	727971.70	4138313.65	3.26
06/01/2001 01:02:58.286	727971.70	4138313.66	3.24
06/01/2001 01:02:58.429	727971.70	4138313.67	3.23
06/01/2001 01:02:58.571	727971.70	4138313.69	3.23
06/01/2001 01:02:58.714	727971.69	4138313.70	3.24
06/01/2001 01:02:58.857	727971.69	4138313.71	3.24
06/01/2001 01:02:59.000	727971.69	4138313.73	3.24
06/01/2001 01:02:59.200	727971.69	4138313.74	3.24
06/01/2001 01:02:59.400	727971.68	4138313.75	3.35
06/01/2001 01:02:59.600	727971.68	4138313.77	3.24
06/01/2001 01:02:59.800	727971.68	4138313.78	3.26
06/01/2001 01:03:00.000	727971.67	4138313.80	3.24
06/01/2001 01:03:00.167	727971.67	4138313.81	3.23
06/01/2001 01:03:00.333	727971.67	4138313.83	3.23
06/01/2001 01:03:00.500	727971.66	4138313.84	3.23
06/01/2001 01:03:00.667	727971.66	4138313.86	3.21
06/01/2001 01:03:00.833	727971.66	4138313.88	3.13
06/01/2001 01:03:01.000	727971.66	4138313.89	3.13
06/01/2001 01:03:01.143	727971.65	4138313.91	3.18
06/01/2001 01:03:01.286	727971.64	4138313.92	3.18
06/01/2001 01:03:01.429	727971.63	4138313.94	3.29
06/01/2001 01:03:01.571	727971.62	4138313.96	3.21
06/01/2001 01:03:01.714	727971.61	4138313.97	3.18
06/01/2001 01:03:01.857	727971.60	4138313.99	3.21
06/01/2001 01:03:02.000	727971.59	4138314.00	3.13
06/01/2001 01:03:02.200	727971.58	4138314.03	3.21
06/01/2001 01:03:02.400	727971.57	4138314.05	3.23
06/01/2001 01:03:02.600	727971.56	4138314.07	3.21
06/01/2001 01:03:02.800	727971.55	4138314.09	3.18
06/01/2001 01:03:03.000	727971.54	4138314.12	3.21
06/01/2001 01:03:03.143	727971.53	4138314.14	3.21
06/01/2001 01:03:03.286	727971.53	4138314.17	3.21
06/01/2001 01:03:03.429	727971.52	4138314.19	3.18
06/01/2001 01:03:03.571	727971.52	4138314.22	3.15
06/01/2001 01:03:03.714	727971.51	4138314.24	3.18
06/01/2001 01:03:03.857	727971.51	4138314.27	3.18
06/01/2001 01:03:04.000	727971.50	4138314.29	3.21
06/01/2001 01:03:04.167	727971.49	4138314.34	3.18
06/01/2001 01:03:04.333	727971.49	4138314.39	3.18
06/01/2001 01:03:04.500	727971.48	4138314.43	3.18
06/01/2001 01:03:04.667	727971.47	4138314.48	3.21
06/01/2001 01:03:04.833	727971.46	4138314.53	3.21
06/01/2001 01:03:05.000	727971.45	4138314.57	3.21
06/01/2001 01:03:05.200	727971.43	4138314.65	3.18
06/01/2001 01:03:05.400	727971.41	4138314.72	3.21
06/01/2001 01:03:05.600	727971.40	4138314.79	3.18
06/01/2001 01:03:05.800	727971.38	4138314.86	3.21
06/01/2001 01:03:06.000	727971.36	4138314.93	3.18
06/01/2001 01:03:06.167	727971.34	4138315.01	3.21
06/01/2001 01:03:06.333	727971.32	4138315.08	3.18
06/01/2001 01:03:06.500	727971.30	4138315.16	3.21
06/01/2001 01:03:06.667	727971.28	4138315.24	3.23
06/01/2001 01:03:06.833	727971.26	4138315.31	3.24
06/01/2001 01:03:07.000	727971.23	4138315.39	3.18
06/01/2001 01:03:07.143	727971.20	4138315.46	3.21
06/01/2001 01:03:07.286	727971.17	4138315.53	3.21
06/01/2001 01:03:07.429	727971.14	4138315.61	3.18
06/01/2001 01:03:07.571	727971.11	4138315.68	3.23
06/01/2001 01:03:07.714	727971.07	4138315.75	3.21
06/01/2001 01:03:07.857	727971.04	4138315.82	3.18
06/01/2001 01:03:08.000	727971.01	4138315.90	3.21
06/01/2001 01:03:08.200	727970.94	4138316.01	3.12
06/01/2001 01:03:08.400	727970.88	4138316.13	3.18
06/01/2001 01:03:08.600	727970.81	4138316.24	3.26
06/01/2001 01:03:08.800	727970.75	4138316.36	3.18
06/01/2001 01:03:09.000	727970.68	4138316.48	3.15
06/01/2001 01:03:09.167	727970.61	4138316.58	3.15
06/01/2001 01:03:09.333	727970.53	4138316.68	3.18
06/01/2001 01:03:09.500	727970.46	4138316.78	3.18
06/01/2001 01:03:09.667	727970.38	4138316.88	3.12
06/01/2001 01:03:09.833	727970.30	4138316.98	3.12
06/01/2001 01:03:10.000	727970.23	4138317.08	3.18
06/01/2001 01:03:10.167	727970.14	4138317.19	3.10
06/01/2001 01:03:10.333	727970.05	4138317.29	3.10
06/01/2001 01:03:10.500	727969.96	4138317.39	3.10
06/01/2001 01:03:10.667	727969.87	4138317.49	3.10
06/01/2001 01:03:10.833	727969.77	4138317.60	3.18
06/01/2001 01:03:11.000	727969.68	4138317.70	3.15
06/01/2001 01:03:11.167	727969.58	4138317.80	3.07
06/01/2001 01:03:11.333	727969.47	4138317.90	3.07
06/01/2001 01:03:11.500	727969.36	4138318.00	3.21
06/01/2001 01:03:11.667	727969.25	4138318.11	3.07
06/01/2001 01:03:11.833	727969.14	4138318.21	3.07
06/01/2001 01:03:12.000	727969.03	4138318.31	3.15
06/01/2001 01:03:12.143	727968.93	4138318.39	3.13
06/01/2001 01:03:12.286	727968.83	4138318.47	3.18
06/01/2001 01:03:12.429	727968.73	4138318.56	3.07
06/01/2001 01:03:12.571	727968.63	4138318.64	3.21
06/01/2001 01:03:12.714	727968.53	4138318.72	3.24
06/01/2001 01:03:12.857	727968.43	4138318.81	3.07
06/01/2001 01:03:13.000	727968.33	4138318.89	3.07
06/01/2001 01:03:13.200	727968.17	4138319.00	3.07
06/01/2001 01:03:13.400	727968.02	4138319.11	3.07
06/01/2001 01:03:13.600	727967.87	4138319.22	3.13
06/01/2001 01:03:13.800	727967.72	4138319.33	3.18
06/01/2001 01:03:14.000	727967.57	4138319.44	3.15
06/01/2001 01:03:14.167	727967.43	4138319.53	3.15
06/01/2001 01:03:14.333	727967.29	4138319.61	3.04
06/01/2001 01:03:14.500	727967.15	4138319.70	3.04
06/01/2001 01:03:14.667	727967.01	4138319.78	3.15
06/01/2001 01:03:14.833	727966.87	4138319.87	3.10
06/01/2001 01:03:15.000	727966.73	4138319.95	3.04
06/01/2001 01:03:15.143	727966.61	4138320.02	3.04
06/01/2001 01:03:15.286	727966.48	4138320.08	3.10
06/01/2001 01:03:15.429	727966.35	4138320.14	3.10
06/01/2001 01:03:15.571	727966.23	4138320.21	3.01
06/01/2001 01:03:15.714	727966.10	4138320.27	3.10
06/01/2001 01:03:15.857	727965.97	4138320.33	3.01
06/01/2001 01:03:16.000	727965.84	4138320.40	3.04
06/01/2001 01:03:16.200	727965.66	4138320.48	3.04
06/01/2001 01:03:16.400	727965.47	4138320.57	2.99
